"f"	"REUG_right"	"REOG_65_right"	"REAG_55_right"	"REAG_65_right"	"REAG_80_right"	"REUG_left"	"REOG_65_left"	"REAG_55_left"	"REAG_65_left"	"REAG_80_left"
"158"	6751	49.2859267800446	43.1430926847111	41.1175237267792	51.3129160056	63.646096821314	41.0715262410035	38.6698873514583	36.8492190964258	49.2464188716794	61.2957807467302
"159"	6794	48.3117854165166	43.2506379062306	42.1647335969804	51.3459483355254	62.4780060960931	40.9127626819492	38.679817452178	37.8855892756931	50.822292962275	61.7803661425208
"160"	6837	47.9399603610476	42.3049123718071	43.6738322532046	52.5372559856314	64.1206509512995	41.1193169499866	39.7608020214112	39.3617415819978	53.2844240360797	64.1308124491021
"161"	6880	48.9021398684546	42.0132855948546	45.0031720059544	51.5678522122349	64.0735045450829	42.4529780886483	40.6505269086547	40.4255267313757	54.5557661032906	64.8045960318947
"162"	6923	48.6898979124546	41.7258987674665	44.8916904663664	50.3879083139531	60.7643566306082	41.4678517054604	39.6399490427203	41.6088279060698	53.1261237115553	61.9295809949704
"163"	6966	48.5462674199948	41.3988124962099	45.0090206002347	49.6503274303003	61.2905935025041	39.2638222899399	38.5509387858134	43.026467107218	51.4972103664757	62.6027862822016
"164"	7009	46.6918125290728	40.2483099053462	45.0297276664905	50.9897077941824	61.8385045162199	38.0162249886295	37.3513068659395	42.6159546084152	51.8381234383783	61.972350884403
"165"	7052	44.2788439717979	39.6269952104772	44.0029568171732	51.1998194975127	62.7636272463633	36.3703262202898	36.4847408058998	42.3168023990203	51.891193278074	63.6544510925499
"166"	7095	43.0581450667424	39.7514517661102	42.5720324637722	51.5414916081433	63.3094000087764	35.115217896621	35.5744337341812	41.4566038160709	51.6002519848595	64.1449385975369
"167"	7138	43.2366215770596	40.922698868651	42.46115297167	52.2788286179147	64.2726068869451	35.4555955506257	35.9232079338567	40.6530299817329	51.754971299264	63.4755430679525
"168"	7181	42.9051431925131	41.7121629007064	43.0922967962439	53.7922464821837	65.0925406313725	35.5874754217046	36.4843783341167	40.2635626618648	51.4433854109822	63.3209442628349
"169"	7224	41.3907113511675	42.0011677241517	43.5931018761555	55.0145376170844	66.0468692201068	35.2928880840251	37.0443157411658	39.9672533946882	50.8480538655026	63.8690357249352
"170"	7267	40.2281566585404	40.9887815167106	42.7816250784629	54.2260832940094	65.5604384400595	33.9379529080131	36.2767178670551	39.2102816121828	49.4879760434719	63.5235968475551
"171"	7310	40.352976479294	39.736221006591	42.2144980900725	53.4999682824518	66.138657662363	33.1665445320204	35.3673571521047	38.5792360135098	48.5839138769463	64.3397003412869
"172"	7353	40.1654318057657	39.6430563156666	42.2648636940092	53.1933691476368	67.2607824068526	32.7792754802544	34.3258953244892	38.1422900682595	47.3033920341091	65.3434015555329
"173"	7396	39.4235927141764	39.6423446535715	41.5077465904741	51.9894527759437	66.2344177783873	32.7180751891975	33.5061759289359	36.8240522996395	45.2152725555445	63.4886089987306
"174"	7439	38.1960308241618	38.8763677177077	40.1453312267978	50.4055536481159	64.2110479937883	32.5279826398114	33.6115553317504	35.6538872764678	43.8123987086441	60.6152558346781
"175"	7482	37.431299259623	37.7218577554114	39.552446662575	49.767032015862	63.1238533748006	32.1897955092912	33.1976260251677	35.2754447480212	43.7527962135693	59.0861694746686
"176"	7525	37.8419456538844	37.0585627899055	39.1967367022666	48.4858234853598	62.4366065939851	32.8781675820403	33.614893517479	35.4571658970537	44.2576319291865	57.6616803823638
"177"	7568	37.7742544449427	36.6117286462198	38.9980975664692	46.6594656615725	60.07360878008	32.792883570145	33.3543496707548	35.2644327999269	42.5451579132474	55.4434853109754
"178"	7611	37.477399452948	36.8623084498085	38.6693937524181	45.584456474891	58.336736693502	32.7614430025089	33.07257012807	34.8067550079926	41.7258644746106	53.4565992594657
"179"	7654	37.6043722671469	37.1003862134138	38.283389898196	44.2150610037153	56.9860677928425	32.9069923217414	33.0939878813519	34.4219012823511	40.3275102896205	52.0184704399953
"180"	7697	38.3864820897092	37.6134794012265	38.86617974687	43.9227432742047	57.6852641126076	33.9588374500866	34.1052738924932	35.3504205247247	40.5334580516519	52.8644895575602
"181"	7740	38.6132546650108	37.2973603446927	38.498143846685	43.3627056619617	58.2338988719068	34.1170597504137	34.3480204585494	35.2006657021491	40.1778824875838	53.9279189021784
"182"	7783	39.4563243088768	37.3474762687864	38.5476219401168	44.1836041182689	59.3274185005146	34.3507873439912	34.3735973499118	35.3568048058319	40.7404179464867	54.986194570832
"183"	7826	39.9862223122321	38.0607480141529	39.2270332829204	44.7791896774593	60.0670320136739	34.2579547717409	34.3074085038925	35.6780301686199	41.3200649863318	54.8246251401874
"184"	7869	40.1620297299102	38.7868078788972	39.7372349886546	45.2451602515662	60.6870934506823	34.0900679081973	34.4546788590691	35.7565394043477	41.884968542541	55.1396001336687
"185"	7912	40.5405175826847	39.0870710023493	40.1386929676636	46.3671812980168	61.3866602460457	34.111720517821	35.1438670358606	36.0853587097118	42.2055555290546	56.1657168192703
"186"	7955	40.6756953865442	39.8186880005365	40.7962444829106	47.3361803730985	61.908231857664	34.3348023903025	35.746815468078	36.723829058718	42.4844350741078	56.472602162145
"187"	7998	40.3116319474646	40.6848017856954	40.9204999676464	46.6476135711432	63.0324836303754	34.7012730543999	35.9522060895166	37.3968642845176	41.8850983588187	56.3010076243358
"188"	8041	39.1694143158782	40.0749856529287	40.1438633026759	46.4211717119673	63.5571407643272	34.7820163949746	35.9733340639764	36.7924112986457	41.4738080563902	55.4766089032945
"189"	8084	39.3956582447844	39.9652318386328	38.9644618568578	46.2822802556133	62.3789535442926	35.0257069314126	36.254306222239	35.6967880847489	41.0067391501924	54.3103793601296
"190"	8127	39.5934973177831	40.0124552130721	38.369885958437	45.2560499102467	60.3056164700023	35.048913756586	35.8903186592074	35.449942004313	40.0679675127261	53.4377029902078
"191"	8170	38.951150118622	39.4313116315895	38.4910703557071	44.9025007669058	59.7713570097476	34.8849721356001	35.4792194609271	35.8048813505112	39.9847929501948	52.47824600062
"192"	8213	38.9120522320816	38.7388379716846	37.9466711524806	44.2498826119923	58.9344199258539	34.5612848179406	35.335823052484	35.7492646975444	39.8826459397114	52.914236724464
"193"	8256	38.7453181944413	38.7634339840442	37.6143351376119	43.4944491412661	56.9843547421779	34.7036185318067	35.2719317374498	35.5864135069952	39.6827645620905	51.8820712255289
"194"	8299	38.295447254767	38.7686984426291	37.5364594084935	43.0818613242932	55.5909522296086	35.0595599492257	35.2277336885289	35.4399063073688	39.730279839462	51.2278887207647
"195"	8342	37.8621890644855	38.1183178250191	37.7954460153809	42.7541934762305	55.5932908338991	35.0780886511916	35.5018581653471	35.5146402780415	40.8093906311729	51.9845482261945
"196"	8385	38.103405874147	37.7912298083271	37.8660908397008	42.5578598174363	55.26430482023	35.0689215006319	35.7456366509579	35.82086009086	40.9245913906109	52.6239881928965
"197"	8428	37.350302980449	36.6664780577121	36.698481384316	41.9869289743506	53.2776849116191	34.283736845207	34.8430405619656	35.1118170925305	39.9205094196836	51.5388289146937
"198"	8471	37.6044814670329	36.6804564617182	36.552772905529	42.4732542499608	54.4063145915473	34.2469201526385	34.916214080556	35.1223675542865	40.4404638669822	52.0482496191601
"199"	8514	37.7745776407151	36.7165677653439	36.6264144101784	42.7107716321213	56.0491056435762	34.2900744689508	35.0578746542308	35.2600349772743	40.6021902521478	53.0764865427926
"200"	8557	37.4293173358893	36.456240834009	36.5419808677157	41.9943699570823	56.4823957967967	34.2253303649517	34.7707953508015	35.2320442589015	40.2538887099842	53.1968096576068
"201"	8600	37.0656204682119	36.3545763776831	36.9671770797968	42.2975981028495	56.0995625678399	34.2299821469728	34.6752225593839	35.1265682410119	39.4862371439282	52.577054466812
"202"	8643	37.2734738693948	36.9104839070221	37.3742208573102	42.8454375627191	56.1873386982783	34.4430500224441	34.740268209921	35.3661942150111	39.2902493661352	51.4330662096271
"203"	8686	37.2684655326994	37.0585958567386	37.6221105687855	42.2768974115461	55.7912813403253	34.612532996824	34.9356629543773	35.8384513498224	39.3875867866288	51.3786481693775
"204"	8729	35.964567553614	36.0035800626953	37.2194018985951	42.6476245724636	56.2450239012387	34.1723779683426	34.4991499236897	35.4322695494399	39.627679117888	52.0315689820873
"205"	8772	35.8245365699541	35.9971986548072	37.6529884117282	44.4645795411261	57.0827104554505	34.1873572205686	34.8437940525134	35.6924887914988	40.2471694779298	52.4877937310034
"206"	8815	36.6190205873331	37.1005594595631	38.1595263204549	45.08933291738	56.847431259246	34.0955187720243	35.6310740169932	35.6023007379845	40.2221474570071	51.296898413872
"207"	8858	36.8935522982585	37.9015264209237	38.3530300881066	43.6750814352076	56.43196088077	34.0545187615625	36.2710336320699	35.9513387221316	39.7816711670331	49.861585961307
"208"	8901	36.2476576257845	37.4680651678603	38.3418049586731	43.7745571908665	55.7136968807798	34.0625487618094	36.0138088635759	36.0659625899612	39.328358751717	50.3703169570091
"209"	8944	36.0203378032785	37.0334947606238	38.3443659268453	44.9374707062469	55.2466713745125	34.2011739521579	35.6650636092223	35.8784286640196	39.4825220580453	50.9083127551391
"210"	8987	36.7615436753245	37.7239696370432	38.4392669225998	44.5594544878663	55.086563305182	34.4861432463704	35.9570436116688	35.7070839790194	38.6367308198838	50.5982492785745
"211"	9030	37.2701660301804	37.5596044240656	38.1245511604017	43.6239495191125	55.4074876371057	34.8242809798929	36.1810642500378	35.6968808510566	38.5444069232474	51.1727200606134
"212"	9073	37.4645729542602	37.0961955663064	38.4241844060577	43.7955895539705	55.0527874715449	34.9653290211606	36.3905829367592	35.6687511659238	38.8836952358649	51.3355120322127
"213"	9116	37.8086989238826	36.8470831472165	38.6148596910065	44.3831733433381	55.2356267782187	35.0414064624703	36.7340746760075	35.4754783456437	39.3489684450846	50.9079220425555
"214"	9159	37.6637450210942	36.563626206349	38.6702540475736	45.2070529244048	56.4466989036737	35.25955804559	36.6404749505022	35.3561666315884	39.5594746979995	51.5362591487772
"215"	9202	37.5523604339971	36.8094892428997	38.7714304155384	45.474949054043	57.1763419019532	35.4399703747142	36.2275368887311	35.4461539394248	39.6324469962356	50.9670675210486
"216"	9245	37.7559601977087	36.4373604443875	39.3996372854742	46.8672304863653	57.1320099145763	35.4100578105573	35.9467396552959	35.5213549782338	39.3587880327366	50.0657020185402
"217"	9288	38.4692793554343	36.4624897311868	40.4194308973358	47.6654569742807	59.0832748792584	35.5824098615996	35.5354402316769	35.5784302236646	40.5113931208723	50.2670392557778
"218"	9331	38.9554790592334	36.696970779019	40.5602311560941	47.5026160275315	59.6104323200427	35.9991902452377	35.1413649162499	35.8882493007491	40.6373796387161	51.1092674238453
"219"	9374	38.9589654124053	36.4446624994171	40.0201072214198	47.5815116027606	58.9006573037193	36.3536983138207	35.1666002734931	35.9728418557932	39.7610277072021	50.8850414052082
"220"	9417	39.8751304287156	37.0778572206507	40.5710332849339	48.1971237879094	59.4905509609737	36.5121372153984	35.7099461828584	35.8419936860094	39.5642109018805	50.080663068421
"221"	9460	40.1432914476742	37.413155827246	41.2391666049912	48.7228213319952	59.0554781728919	36.6061201791433	36.2767726659949	35.5356001273553	39.5035413847688	48.8247967484104
"222"	9503	41.2189838131242	37.5438225389373	40.5816674341839	47.3186078605241	58.3095662953427	37.018219480361	37.109060835973	35.2869369455682	39.0456956491469	47.7537642778902
"223"	9546	42.8472256147943	37.7428389338908	39.1223331506393	44.9100408495495	57.1592930578472	37.8840993501205	37.9165888294241	35.1816212652446	37.925840505354	48.5104846319169
"224"	9589	43.1860530189091	38.2228962177826	38.3480038961411	43.1004137795502	55.7517691390592	38.9018605620243	38.3793250495243	34.9243857786096	37.6783458258821	49.0510789401614
"225"	9632	41.8788766101249	38.9695597306559	37.9286520074185	42.2994546349214	53.4711412852572	38.3682587474016	37.855321362424	34.9921329341022	37.9665615067669	48.8667034900702
"226"	9675	40.166186639634	39.3333293217745	37.7438067428498	41.3766343870215	52.0833091440037	38.0586768736263	37.1993118998555	34.9971502417717	37.9549039365182	47.9527755457739
"227"	9718	39.9344488697264	39.4351344194917	38.1717703740487	40.7269789175527	52.2156319983153	38.4011134267633	36.6690399273392	34.9921034979753	37.2546092096496	47.1051820155802
"228"	9761	39.3895534661839	39.3328682276335	37.8511869120607	39.7455545651542	51.04479142765	37.9419567431915	36.3919210865138	34.878898914922	36.1768470555966	45.6316829333257
"229"	9804	38.9985902286255	39.7277492616971	37.6456065757643	39.6262920025795	50.3806075807515	37.7835217317758	36.5631563319	34.8420876573421	35.9862488406499	44.2620679241194
"230"	9847	39.0779422963125	39.7861007296291	37.7016148655249	40.4156593805879	49.9623073345823	37.7993279097992	36.6633902506078	34.8199981218957	36.1116410512179	43.1484848780368
"231"	9890	39.0402065809787	39.7013234891619	37.6002492379162	40.009759507406	49.8383968139496	37.6313766821984	36.3717382840725	34.8573105922284	35.8925668526394	42.2245415863067
"232"	9933	39.4358349348733	39.5026406177093	37.4475661878906	39.6546707064489	49.5196771735715	37.3632545933562	35.9940390479158	34.9332701240989	35.726943514738	41.6308208025397
"233"	9976	41.7837408745173	41.3574882499557	39.4622999204921	41.1059618587521	50.3469472601107	40.7283081303035	38.5895595179888	38.2892374002431	38.9068369684021	43.5761304686351
